word,weight
সাংস্কৃতিক,0.0018385713267438967
লুটপাট,0.0018385713267438945
সংগঠনগুলোকে,0.0018361405898802792
তুরস্কে,0.001836140589880277
জবির,0.0018337454071452564
গ্রেফতার,0.0018337454071452543
ডিএনসিসি,0.0018313849891669308
৪৮,0.0018313849891669286
চর্চা,0.001829313357018152
থেমে,0.0018293133570181498
পাঠাবে,0.001829058574627937
দক্ষিণ,0.0018290585746279344
ওষুধ,0.0018267654289489297
আফ্রিকায়,0.0018267654289489273
খাদ্য,0.0018245048430486955
র‌্যাপ,0.0018245048430486932
কাপড়,0.0018222761321755824
সংগীতশিল্পীকে,0.0018222761321755804
শীতের,0.0018200786348053634
হত্যা,0.0018200786348053612
বাড়াতে,0.0018200503424998383
ভূমিকম্পেও,0.0018200503424998364
তুরস্কে,0.001817911711601042
ছাত্রলীগের,0.0018179117116010393
বিপর্যস্ত,0.001815774744430453
২১,0.001815774744430451
ভূমিকম্পে,0.00181366713543784
নেতাকর্মী,0.001813667135437838
ছেলে,0.0018115883061658718
বহিষ্কার,0.00181158830616587
উপাচার্য,0.001810782219631374
সম্মেলন,0.001810782219631372
হত্যা,0.001809537696724842
ভারতীয়,0.0018095376967248403
বাবাকে,0.0018075147650060267
দলে,0.001807514765006025
মুক্তিযোদ্ধা,0.0018055189859364081
পক্ষপাতিত্বের,0.0018055189859364064
লোভে,0.0018035498507721734
অভিযোগ,0.0018035498507721719
সম্পত্তির,0.0018016068664285817
ছোট,0.0018016068664285802
৫০,0.001801508924208576
ব্যবস্থাপক,0.0018015089242085739
কাদের,0.001799689554843974
পর্দায়,0.0017996895548439728
এম,0.0017977974523758504
আজকের,0.0017977974523758489
জি,0.001795930109227087
খেলা,0.0017959301092270855
জানালেন,0.0017940870889005063
হোটেল,0.001794087088900505
অভিনন্দন,0.0017922679676801222
রিল্যাক্সে,0.001792267967680121
তালগাছে,0.0017922303913673213
বার্ষিক,0.001792230391367319
মন,0.001790472334137513
পূর্ণিমা,0.0017904723341375126
সাহাবুদ্দিনকে,0.001788699788661868
আসিয়ান,0.001788699788661867
মোহাম্মদ,0.0017869499430123526
মিয়ানমারকে,0.001786949943012352
গ্রেপ্তার,0.001785222419891536
বাদ,0.0017852224198915355
আসামি,0.0017835168525386904
দেয়া,0.00178351685253869
কীটনাশক,0.0017829465555698407
ব্যাংকের,0.0017829465555698387
পলাতক,0.0017818328843418655
আনোয়ার,0.001781832884341865
মামলায়,0.0017801701684677024
ইব্রাহিম,0.0017801701684677022
